Stammnummer;Zielvariable;Tag;Monat;Dauer;Anruf-ID;Alter;Geschlecht;Art der Anstellung;Familienstand;Schulabschluß;Ausfall Kredit;Kontostand;Haus;Kredit;Kontaktart;Anzahl der Ansprachen;Tage seit letzter Kampagne;Anzahl Kontakte letzte Kampagne;Ergebnis letzte Kampagne
432149709;;29;may;58;85186619;33;w;Technischer Beruf;verheiratet;Studium;nein;16992;ja;nein;Unbekannt;1;;0;Unbekannt
432179350;;13;may;14;85186678;41;w;Verwaltung;single;Abitur;nein;334;ja;nein;Handy;4;331;22;Sonstiges
432151208;;4;jun;85;85186962;35;m;Arbeiter;single;Abitur;nein;2514;ja;nein;Unbekannt;5;;0;Unbekannt
432169252;;21;nov;12;85186995;41;w;Technischer Beruf;verheiratet;Abitur;nein;190;nein;nein;Handy;7;;0;Unbekannt
432185983;;5;may;121;85187140;27;w;Management;single;Abitur;nein;145;ja;nein;Handy;4;89;3;Kein Erfolg
432154445;;20;jun;7;85192345;54;w;Management;geschieden;Unbekannt;nein;901;nein;nein;Unbekannt;3;;0;Unbekannt
432169209;;20;nov;178;85193700;37;m;Technischer Beruf;geschieden;Abitur;nein;1559;ja;nein;Handy;2;170;8;Sonstiges
432169657;;21;nov;76;85197640;32;w;Technischer Beruf;verheiratet;Abitur;nein;253;ja;nein;Handy;1;170;3;Kein Erfolg
432181709;;22;may;135;85197871;28;m;Arbeiter;verheiratet;Abitur;nein;1113;ja;nein;Handy;1;108;2;Sonstiges
432166155;;29;aug;247;85200503;47;m;Verwaltung;verheiratet;Abitur;nein;996;nein;nein;Festnetz;2;;0;Unbekannt
432172567;;5;feb;7;85200546;37;w;Management;single;Studium;nein;156;nein;nein;Handy;10;;0;Unbekannt
432173891;;2;apr;254;85201547;57;w;Management;verheiratet;Studium;nein;1631;ja;nein;Handy;2;261;3;Kein Erfolg
432184866;;18;dec;170;85202181;27;m;Student;single;Abitur;nein;538;nein;nein;Handy;4;197;2;Erfolg
432187015;;3;sep;110;85204377;32;m;Dienstleistung;single;Studium;nein;620;nein;nein;Handy;6;95;5;Sonstiges
432152660;;12;jun;107;85205659;36;w;Arbeitslos;verheiratet;Real-/Hauptschule;nein;0;nein;nein;Unbekannt;1;;0;Unbekannt
432171071;;30;jan;182;85206291;40;w;Management;single;Studium;nein;80;ja;nein;Handy;3;;0;Unbekannt
432149847;;29;may;374;85206370;38;m;Management;single;Studium;nein;6836;ja;nein;Unbekannt;4;;0;Unbekannt
432181669;;18;may;90;85207064;33;m;Selbständig;verheiratet;Abitur;nein;711;ja;nein;Handy;2;;0;Unbekannt
432160112;;29;jul;120;85210420;28;w;Hausfrau;single;Real-/Hauptschule;nein;0;nein;ja;Handy;4;;0;Unbekannt
432157574;;17;jul;291;85212165;40;w;Arbeiter;geschieden;Abitur;nein;393;ja;ja;Handy;2;;0;Unbekannt
432150880;;3;jun;680;85218875;35;w;Technischer Beruf;verheiratet;Studium;nein;2188;ja;nein;Unbekannt;2;;0;Unbekannt
432179459;;13;may;152;85219295;32;w;Dienstleistung;verheiratet;Abitur;nein;99;ja;nein;Handy;3;;0;Unbekannt
432155054;;7;jul;86;85220752;39;m;Management;verheiratet;Studium;nein;1007;ja;nein;Handy;2;;0;Unbekannt
432172487;;4;feb;1381;85224691;38;w;Technischer Beruf;verheiratet;Studium;nein;4383;nein;nein;Handy;4;;0;Unbekannt
432142624;;5;may;234;85226538;49;m;Dienstleistung;verheiratet;Abitur;nein;47;nein;nein;Unbekannt;2;;0;Unbekannt
432173713;;18;mar;278;85228471;32;w;Verwaltung;single;Studium;nein;8866;nein;nein;Handy;2;;0;Unbekannt
432175843;;20;apr;416;85228828;53;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;354;nein;nein;Handy;2;;0;Unbekannt
432145116;;14;may;305;85230974;28;w;Arbeiter;single;Real-/Hauptschule;nein;348;ja;ja;Unbekannt;3;;0;Unbekannt
432159598;;28;jul;130;85231046;58;m;Selbständig;verheiratet;Studium;nein;794;nein;ja;Festnetz;9;;0;Unbekannt
432167387;;18;nov;37;85233655;40;m;Technischer Beruf;single;Abitur;nein;159;ja;nein;Unbekannt;1;;0;Unbekannt
432150662;;2;jun;134;85239406;50;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;33;ja;nein;Unbekannt;8;;0;Unbekannt
432162776;;12;aug;99;85241114;30;w;Management;verheiratet;Studium;nein;646;nein;nein;Handy;2;;0;Unbekannt
432156982;;15;jul;794;85242546;36;w;Arbeiter;verheiratet;Abitur;nein;0;nein;nein;Handy;1;;0;Unbekannt
432159391;;25;jul;95;85244032;28;w;Dienstleistung;verheiratet;Abitur;nein;633;nein;ja;Handy;1;;0;Unbekannt
432155317;;7;jul;422;85244212;30;m;Verwaltung;single;Abitur;nein;52;nein;ja;Handy;1;;0;Unbekannt
432187392;;18;oct;375;85244593;26;w;Student;single;Abitur;nein;316;nein;nein;Handy;2;;0;Unbekannt
432180747;;15;may;78;85248314;29;m;Arbeiter;single;Real-/Hauptschule;nein;722;ja;nein;Handy;1;359;1;Kein Erfolg
432165530;;27;aug;181;85248774;33;m;Management;verheiratet;Studium;nein;0;nein;nein;Handy;4;;0;Unbekannt
432144722;;13;may;500;85249497;32;m;Management;single;Studium;ja;-3;ja;nein;Unbekannt;2;;0;Unbekannt
432173894;;3;apr;189;85250674;39;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;176;ja;ja;Handy;2;;0;Unbekannt
432180281;;14;may;113;85251273;31;w;Arbeiter;single;Real-/Hauptschule;nein;864;ja;nein;Festnetz;2;;0;Unbekannt
432144875;;13;may;209;85253083;53;w;Rentner;verheiratet;Abitur;nein;-27;nein;nein;Unbekannt;9;;0;Unbekannt
432180379;;14;may;90;85254290;31;w;Management;verheiratet;Studium;nein;1750;ja;nein;Festnetz;3;;0;Unbekannt
432156435;;11;jul;564;85259500;58;m;Management;single;Studium;nein;342;nein;ja;Handy;2;;0;Unbekannt
432184320;;26;oct;127;85259680;44;m;Management;geschieden;Studium;nein;36;nein;nein;Handy;2;153;3;Kein Erfolg
432150387;;2;jun;227;85259799;35;w;Hausfrau;single;Studium;nein;608;ja;ja;Unbekannt;1;;0;Unbekannt
432163219;;13;aug;111;85261446;56;m;Hausfrau;verheiratet;Real-/Hauptschule;nein;19;nein;nein;Handy;2;;0;Unbekannt
432172285;;4;feb;197;85262722;51;m;Arbeitslos;single;Studium;nein;1594;nein;nein;Festnetz;1;;0;Unbekannt
432150782;;3;jun;170;85265412;47;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;-127;ja;nein;Unbekannt;3;;0;Unbekannt
432149718;;29;may;68;85267491;50;m;Management;geschieden;Studium;nein;738;ja;ja;Unbekannt;1;;0;Unbekannt
432186087;;17;may;26;85271187;49;w;Verwaltung;verheiratet;Abitur;nein;209;nein;nein;Unbekannt;1;;0;Unbekannt
432158948;;24;jul;192;85274217;51;w;Dienstleistung;verheiratet;Abitur;nein;53;nein;ja;Handy;1;;0;Unbekannt
432148484;;27;may;116;85276731;32;w;Dienstleistung;verheiratet;Abitur;nein;-124;nein;nein;Unbekannt;1;;0;Unbekannt
432183647;;26;aug;170;85285227;25;w;Student;single;Abitur;nein;331;nein;nein;Festnetz;4;;0;Unbekannt
432162315;;8;aug;153;85287175;38;w;Management;verheiratet;Studium;nein;1074;nein;nein;Handy;8;;0;Unbekannt
432184224;;19;oct;116;85287798;26;w;Management;single;Studium;nein;1177;nein;nein;Handy;1;;0;Unbekannt
432158511;;22;jul;97;85289797;43;m;Arbeiter;single;Real-/Hauptschule;nein;189;nein;ja;Festnetz;15;;0;Unbekannt
432152113;;9;jun;140;85291281;39;w;Arbeiter;single;Real-/Hauptschule;nein;1530;ja;nein;Unbekannt;1;;0;Unbekannt
432144289;;9;may;25;85293669;29;m;Student;single;Abitur;nein;510;ja;nein;Unbekannt;6;;0;Unbekannt
432182028;;27;may;145;85294696;25;m;Management;single;Studium;nein;430;nein;ja;Handy;2;;0;Unbekannt
432154743;;27;jun;151;85296017;60;w;Rentner;verheiratet;Abitur;nein;78;nein;ja;Unbekannt;2;;0;Unbekannt
432152921;;16;jun;42;85298555;37;w;Dienstleistung;verheiratet;Abitur;nein;40;nein;nein;Unbekannt;3;;0;Unbekannt
432169154;;20;nov;231;85300990;57;m;Arbeitslos;verheiratet;Real-/Hauptschule;nein;0;ja;nein;Handy;2;;0;Unbekannt
432185477;;24;feb;190;85303101;61;w;Management;verheiratet;Studium;nein;87;ja;nein;Handy;2;;0;Unbekannt
432182767;;2;jul;237;85303241;41;m;Dienstleistung;verheiratet;Abitur;nein;366;ja;ja;Handy;2;;0;Unbekannt
432168212;;19;nov;185;85304512;35;w;Management;verheiratet;Studium;nein;16;nein;nein;Handy;1;;0;Unbekannt
432183363;;13;aug;320;85304571;56;m;Rentner;verheiratet;Real-/Hauptschule;nein;9367;nein;nein;Handy;2;101;2;Erfolg
432183035;;7;aug;116;85304675;71;w;Rentner;verheiratet;Studium;nein;3895;nein;nein;Handy;1;;0;Unbekannt
432162768;;12;aug;327;85305659;44;w;Selbständig;verheiratet;Real-/Hauptschule;nein;4;nein;nein;Handy;2;;0;Unbekannt
432148697;;27;may;116;85305758;35;m;Management;verheiratet;Abitur;nein;1160;ja;nein;Unbekannt;3;;0;Unbekannt
432159701;;28;jul;33;85306118;25;w;Arbeitslos;verheiratet;Abitur;nein;157;ja;nein;Handy;31;;0;Unbekannt
432185129;;28;jan;202;85306526;33;w;Technischer Beruf;verheiratet;Studium;nein;1699;nein;nein;Handy;1;83;3;Erfolg
432151651;;5;jun;285;85306837;53;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;0;ja;nein;Unbekannt;2;;0;Unbekannt
432171722;;2;feb;12;85309736;55;w;Verwaltung;single;Abitur;ja;986;nein;ja;Handy;3;;0;Unbekannt
432174456;;15;apr;87;85311326;51;m;Gründer;verheiratet;Real-/Hauptschule;nein;726;ja;ja;Handy;2;;0;Unbekannt
432182742;;1;jul;132;85313324;35;m;Verwaltung;verheiratet;Abitur;nein;1254;ja;ja;Handy;2;;0;Unbekannt
432182352;;3;jun;539;85324981;39;m;Arbeiter;single;Studium;nein;48;nein;nein;Handy;1;;0;Unbekannt
432168690;;20;nov;204;85332450;33;w;Selbständig;single;Studium;nein;9670;nein;nein;Handy;1;;0;Unbekannt
432182244;;2;jun;128;85333367;55;m;Management;geschieden;Studium;nein;1633;nein;nein;Festnetz;1;;0;Unbekannt
432167407;;18;nov;187;85333796;45;m;Arbeiter;verheiratet;Abitur;nein;1678;ja;nein;Unbekannt;1;154;1;Kein Erfolg
432176321;;30;apr;225;85334875;56;m;Management;verheiratet;Studium;nein;616;nein;nein;Handy;1;83;1;Erfolg
432168383;;19;nov;266;85337955;42;m;Dienstleistung;single;Abitur;nein;838;ja;nein;Handy;2;;0;Unbekannt
432157639;;18;jul;142;85340910;46;w;Selbständig;verheiratet;Abitur;nein;567;nein;nein;Handy;10;;0;Unbekannt
432168323;;19;nov;382;85343566;40;w;Arbeiter;verheiratet;Abitur;nein;1708;ja;nein;Handy;2;174;1;Sonstiges
432175701;;20;apr;167;85347873;54;w;Arbeiter;verheiratet;Unbekannt;nein;1827;nein;nein;Handy;1;350;1;Kein Erfolg
432186787;;5;aug;250;85350787;38;w;Verwaltung;single;Abitur;nein;115;nein;nein;Handy;3;182;10;Kein Erfolg
432154757;;30;jun;198;85351846;34;m;Gründer;verheiratet;Abitur;ja;-868;ja;nein;Unbekannt;2;;0;Unbekannt
432152791;;12;jun;339;85354377;38;m;Gründer;verheiratet;Abitur;nein;8;nein;nein;Unbekannt;3;;0;Unbekannt
432162220;;8;aug;317;85355261;38;w;Management;verheiratet;Studium;nein;179;nein;nein;Unbekannt;4;;0;Unbekannt
432185917;;28;apr;545;85356614;30;w;Management;single;Studium;nein;697;nein;nein;Handy;2;181;8;Erfolg
432154869;;3;jul;269;85357710;37;w;Technischer Beruf;single;Abitur;nein;29;nein;nein;Unbekannt;2;;0;Unbekannt
432187318;;11;oct;195;85360117;48;w;Verwaltung;verheiratet;Abitur;nein;0;nein;ja;Handy;1;104;5;Kein Erfolg
432155685;;8;jul;227;85362341;29;m;Technischer Beruf;single;Studium;nein;313;nein;ja;Handy;2;;0;Unbekannt
432177808;;7;may;798;85364068;26;m;Arbeiter;single;Abitur;nein;311;ja;nein;Handy;2;;0;Unbekannt
432167080;;17;nov;475;85365358;44;w;Hausfrau;geschieden;Abitur;nein;653;nein;nein;Handy;1;;0;Unbekannt
432182316;;3;jun;96;85365698;41;m;Arbeiter;verheiratet;Abitur;nein;140;ja;nein;Handy;1;125;2;Kein Erfolg
432148596;;27;may;109;85367343;38;w;Technischer Beruf;single;Abitur;nein;145;ja;nein;Unbekannt;2;;0;Unbekannt
432174304;;13;apr;186;85367688;34;m;Verwaltung;verheiratet;Abitur;nein;1499;ja;nein;Handy;1;327;2;Kein Erfolg
432187220;;23;sep;112;85369768;35;m;Technischer Beruf;verheiratet;Studium;nein;0;ja;ja;Handy;1;62;6;Sonstiges
432153262;;17;jun;605;85370726;38;m;Arbeiter;single;Studium;nein;18;nein;nein;Unbekannt;5;;0;Unbekannt
432163690;;18;aug;471;85372043;31;m;Management;single;Studium;nein;350;nein;nein;Handy;2;;0;Unbekannt
432144184;;9;may;133;85376688;31;m;Arbeiter;verheiratet;Abitur;nein;0;ja;nein;Unbekannt;1;;0;Unbekannt
432147117;;21;may;369;85377815;34;m;Arbeiter;verheiratet;Abitur;nein;120;ja;nein;Unbekannt;1;;0;Unbekannt
432143534;;8;may;193;85378773;57;m;Rentner;verheiratet;Real-/Hauptschule;nein;207;ja;nein;Unbekannt;1;;0;Unbekannt
432142389;;5;may;22;85378886;60;w;Arbeiter;verheiratet;Unbekannt;nein;104;ja;nein;Unbekannt;1;;0;Unbekannt
432150584;;2;jun;71;85380122;35;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;456;ja;nein;Unbekannt;1;;0;Unbekannt
432177234;;6;may;10;85384858;44;m;Dienstleistung;verheiratet;Abitur;nein;1864;ja;nein;Festnetz;1;;0;Unbekannt
432163791;;18;aug;87;85385331;31;w;Management;single;Abitur;nein;0;nein;nein;Handy;7;;0;Unbekannt
432167423;;18;nov;578;85385639;38;m;Technischer Beruf;verheiratet;Studium;nein;3234;nein;nein;Handy;2;;0;Unbekannt
432181559;;18;may;732;85386812;33;m;Arbeiter;verheiratet;Abitur;nein;139;ja;ja;Handy;2;291;5;Kein Erfolg
432163065;;13;aug;186;85388583;51;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;1694;nein;nein;Handy;2;;0;Unbekannt
432160804;;31;jul;119;85390757;56;w;Management;verheiratet;Abitur;nein;1502;nein;nein;Festnetz;11;;0;Unbekannt
432173237;;9;feb;75;85397188;30;w;Management;single;Studium;nein;3773;ja;nein;Handy;4;258;1;Kein Erfolg
432148390;;26;may;405;85397923;34;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;6575;ja;nein;Unbekannt;4;;0;Unbekannt
432150937;;3;jun;81;85400649;32;w;Management;single;Studium;nein;156;ja;nein;Unbekannt;6;;0;Unbekannt
432155478;;8;jul;253;85401543;26;w;Management;single;Studium;nein;33;nein;ja;Handy;1;;0;Unbekannt
432185845;;19;apr;529;85404207;22;m;Student;single;Real-/Hauptschule;nein;3472;nein;nein;Handy;1;181;4;Erfolg
432174732;;16;apr;567;85410801;35;m;Verwaltung;geschieden;Abitur;nein;951;ja;nein;Handy;2;;0;Unbekannt
432158763;;23;jul;638;85412371;26;m;Gründer;verheiratet;Abitur;nein;321;ja;ja;Handy;2;;0;Unbekannt
432142550;;5;may;611;85412941;35;m;Student;single;Unbekannt;nein;298;ja;nein;Unbekannt;2;;0;Unbekannt
432159301;;25;jul;302;85413745;54;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;95;nein;nein;Handy;1;;0;Unbekannt
432181371;;18;may;10;85414097;27;m;Management;single;Studium;nein;438;ja;nein;Handy;5;;0;Unbekannt
432159085;;24;jul;148;85414385;50;m;Technischer Beruf;geschieden;Abitur;nein;-701;ja;ja;Handy;1;;0;Unbekannt
432160761;;31;jul;6;85418787;48;m;Management;verheiratet;Abitur;nein;-876;nein;ja;Handy;16;;0;Unbekannt
432180418;;14;may;384;85418801;49;m;Gründer;verheiratet;Real-/Hauptschule;nein;137;ja;nein;Handy;7;;0;Unbekannt
432177439;;6;may;17;85423031;38;m;Management;single;Studium;nein;427;ja;nein;Handy;3;169;2;Kein Erfolg
432143533;;8;may;146;85425702;41;w;Management;verheiratet;Studium;nein;141;ja;ja;Unbekannt;3;;0;Unbekannt
432142376;;5;may;348;85427395;36;m;Technischer Beruf;single;Abitur;nein;265;ja;ja;Unbekannt;1;;0;Unbekannt
432184709;;25;nov;487;85428084;28;m;Student;single;Abitur;nein;1925;nein;nein;Handy;1;97;2;Kein Erfolg
432159623;;28;jul;273;85432861;49;m;Dienstleistung;verheiratet;Studium;nein;475;ja;nein;Handy;2;;0;Unbekannt
432183038;;7;aug;107;85436863;59;m;Hausfrau;verheiratet;Abitur;nein;0;nein;nein;Festnetz;2;63;1;Kein Erfolg
432177171;;6;may;195;85442228;45;m;Arbeitslos;verheiratet;Abitur;nein;56;ja;nein;Handy;1;;0;Unbekannt
432154768;;30;jun;217;85443126;49;m;Verwaltung;verheiratet;Abitur;nein;12;nein;nein;Unbekannt;2;;0;Unbekannt
432157413;;17;jul;262;85449597;39;m;Management;verheiratet;Real-/Hauptschule;nein;3760;nein;ja;Handy;1;;0;Unbekannt
432158261;;22;jul;46;85449797;55;m;Management;verheiratet;Studium;nein;36;nein;ja;Handy;3;;0;Unbekannt
432180040;;14;may;14;85450498;39;m;Management;single;Studium;nein;3202;ja;nein;Handy;8;;0;Unbekannt
432184131;;13;oct;404;85450704;49;w;Verwaltung;verheiratet;Abitur;nein;197;ja;nein;Handy;1;68;1;Sonstiges
432159894;;29;jul;50;85452553;58;w;Dienstleistung;verheiratet;Abitur;nein;0;nein;nein;Festnetz;2;;0;Unbekannt
432150477;;2;jun;147;85454227;40;m;Dienstleistung;verheiratet;Abitur;nein;-80;ja;nein;Unbekannt;1;;0;Unbekannt
432165416;;26;aug;1223;85456041;52;w;Management;single;Studium;nein;83;nein;nein;Handy;6;;0;Unbekannt
432144858;;13;may;146;85457524;45;w;Dienstleistung;verheiratet;Abitur;nein;350;ja;ja;Unbekannt;1;;0;Unbekannt
432178543;;11;may;222;85458886;37;w;Dienstleistung;verheiratet;Abitur;nein;321;ja;nein;Handy;2;300;2;Kein Erfolg
432143728;;8;may;269;85459063;36;w;Verwaltung;geschieden;Abitur;nein;496;nein;nein;Unbekannt;3;;0;Unbekannt
432184981;;12;jan;661;85460104;21;w;Student;single;Abitur;nein;2488;nein;nein;Festnetz;2;92;1;Erfolg
432160774;;31;jul;77;85461609;40;w;Management;verheiratet;Unbekannt;nein;3165;ja;nein;Festnetz;2;;0;Unbekannt
432173925;;3;apr;272;85465405;32;m;Arbeiter;verheiratet;Abitur;nein;824;ja;nein;Handy;1;;0;Unbekannt
432173893;;3;apr;48;85468589;26;w;Student;single;Studium;nein;193;nein;nein;Handy;2;;0;Unbekannt
432159976;;29;jul;64;85479160;45;m;Arbeitslos;verheiratet;Abitur;nein;2468;ja;nein;Handy;2;;0;Unbekannt
432161702;;6;aug;198;85479240;48;m;Dienstleistung;verheiratet;Abitur;nein;473;nein;ja;Handy;2;;0;Unbekannt
432165256;;25;aug;372;85480863;51;w;Rentner;verheiratet;Studium;nein;746;nein;nein;Handy;5;;0;Unbekannt
432175432;;20;apr;12;85480866;32;w;Dienstleistung;single;Abitur;nein;659;ja;nein;Handy;6;;0;Unbekannt
432144470;;12;may;217;85483221;43;m;Selbständig;single;Abitur;nein;798;ja;nein;Unbekannt;1;;0;Unbekannt
432163359;;14;aug;127;85484950;57;m;Rentner;verheiratet;Abitur;nein;191;nein;nein;Handy;4;;0;Unbekannt
432169550;;21;nov;164;85485871;41;w;Management;verheiratet;Studium;nein;832;ja;ja;Handy;1;176;1;Kein Erfolg
432167305;;18;nov;272;85486900;39;w;Technischer Beruf;verheiratet;Studium;nein;4313;ja;nein;Unbekannt;2;;0;Unbekannt
432169250;;21;nov;81;85487690;53;m;Management;single;Abitur;nein;5558;ja;nein;Handy;6;189;3;Kein Erfolg
432167490;;18;nov;112;85489143;51;m;Arbeiter;geschieden;Abitur;nein;1524;ja;nein;Handy;2;;0;Unbekannt
432151125;;4;jun;105;85489211;25;w;Technischer Beruf;verheiratet;Abitur;nein;-276;ja;nein;Unbekannt;1;;0;Unbekannt
432147008;;20;may;413;85498296;35;w;Technischer Beruf;single;Studium;nein;2012;ja;nein;Unbekannt;2;;0;Unbekannt
432171246;;30;jan;130;85502038;30;w;Technischer Beruf;single;Abitur;nein;316;ja;ja;Handy;2;2;2;Sonstiges
432175585;;20;apr;59;85502083;38;w;Arbeiter;verheiratet;Abitur;nein;530;ja;nein;Handy;3;;0;Unbekannt
432152289;;9;jun;493;85502143;49;m;Hausfrau;verheiratet;Abitur;nein;81;nein;ja;Unbekannt;2;;0;Unbekannt
432143729;;8;may;491;85502977;28;m;Management;single;Studium;nein;150;ja;nein;Unbekannt;1;;0;Unbekannt
432174254;;9;apr;353;85506476;34;m;Technischer Beruf;verheiratet;Abitur;nein;1012;ja;ja;Handy;2;163;1;Erfolg
432153825;;19;jun;207;85507617;38;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;2322;nein;nein;Unbekannt;1;;0;Unbekannt
432167912;;19;nov;291;85508187;58;w;Management;verheiratet;Abitur;nein;60;nein;ja;Handy;2;;0;Unbekannt
432150390;;2;jun;319;85509856;57;w;Rentner;verheiratet;Real-/Hauptschule;ja;-1480;ja;nein;Unbekannt;5;;0;Unbekannt
432146913;;20;may;407;85512184;59;m;Rentner;verheiratet;Abitur;nein;-313;ja;nein;Unbekannt;1;;0;Unbekannt
432184548;;10;nov;594;85514695;48;w;Arbeitslos;geschieden;Abitur;nein;201;nein;nein;Handy;1;91;1;Erfolg
432167803;;19;nov;103;85516199;33;w;Management;verheiratet;Studium;nein;2744;ja;nein;Festnetz;1;;0;Unbekannt
432150384;;2;jun;105;85516268;29;m;Management;single;Studium;nein;144;ja;nein;Unbekannt;3;;0;Unbekannt
432164056;;19;aug;98;85518494;56;m;Technischer Beruf;geschieden;Abitur;nein;5;nein;nein;Handy;1;;0;Unbekannt
432170571;;29;jan;41;85521176;37;w;Management;verheiratet;Studium;nein;1330;ja;nein;Handy;2;261;1;Kein Erfolg
432142937;;6;may;341;85522421;36;w;Technischer Beruf;single;Abitur;nein;-15;ja;nein;Unbekannt;3;;0;Unbekannt
432165288;;26;aug;42;85528802;51;m;Technischer Beruf;verheiratet;Studium;nein;87;nein;nein;Handy;7;;0;Unbekannt
432184251;;20;oct;213;85529104;36;w;Technischer Beruf;verheiratet;Abitur;nein;480;nein;nein;Handy;1;;0;Unbekannt
432176346;;30;apr;452;85530444;29;w;Technischer Beruf;verheiratet;Studium;nein;534;nein;nein;Handy;2;;0;Unbekannt
432151988;;6;jun;82;85532651;45;w;Technischer Beruf;verheiratet;Abitur;nein;4639;nein;nein;Unbekannt;2;;0;Unbekannt
432145595;;15;may;305;85535476;49;w;Gründer;verheiratet;Studium;nein;221;ja;nein;Unbekannt;1;;0;Unbekannt
432169514;;21;nov;365;85539767;40;w;Technischer Beruf;verheiratet;Abitur;nein;372;ja;nein;Handy;1;100;2;Kein Erfolg
432151293;;4;jun;122;85544109;24;w;Management;single;Studium;nein;933;ja;nein;Unbekannt;1;;0;Unbekannt
432178593;;11;may;102;85545124;39;m;Selbständig;verheiratet;Abitur;nein;266;nein;nein;Handy;2;;0;Unbekannt
432179362;;13;may;259;85545373;33;w;Arbeiter;verheiratet;Abitur;nein;20;ja;ja;Handy;1;370;3;Kein Erfolg
432156910;;15;jul;753;85545673;33;m;Dienstleistung;geschieden;Unbekannt;nein;392;ja;nein;Handy;4;;0;Unbekannt
432182891;;8;jul;69;85545705;54;w;Verwaltung;verheiratet;Abitur;nein;5084;ja;ja;Handy;1;;0;Unbekannt
432172017;;3;feb;538;85549443;56;m;Management;verheiratet;Studium;nein;2366;ja;ja;Handy;2;188;4;Kein Erfolg
432182512;;5;jun;57;85551078;35;m;Management;verheiratet;Studium;nein;697;nein;nein;Handy;2;304;1;Kein Erfolg
432164121;;19;aug;347;85551694;42;m;Verwaltung;verheiratet;Abitur;nein;329;nein;nein;Handy;3;;0;Unbekannt
432153023;;16;jun;170;85552042;50;w;Gründer;verheiratet;Studium;nein;2198;nein;nein;Unbekannt;6;;0;Unbekannt
432186933;;20;aug;45;85559732;30;w;Technischer Beruf;single;Abitur;nein;86;nein;nein;Unbekannt;1;;0;Unbekannt
432143423;;7;may;274;85561845;39;m;Hausfrau;verheiratet;Abitur;nein;365;ja;nein;Unbekannt;4;;0;Unbekannt
432162337;;8;aug;148;85568127;47;m;Hausfrau;verheiratet;Abitur;nein;131;nein;nein;Handy;1;;0;Unbekannt
432160914;;31;jul;155;85572926;52;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;655;ja;ja;Handy;3;;0;Unbekannt
432144666;;13;may;141;85574943;39;w;Arbeiter;verheiratet;Abitur;nein;130;ja;nein;Unbekannt;6;;0;Unbekannt
432165853;;28;aug;125;85575796;44;m;Management;verheiratet;Studium;nein;3762;nein;nein;Handy;12;;0;Unbekannt
432157867;;18;jul;243;85576347;32;m;Technischer Beruf;single;Abitur;nein;2341;ja;nein;Handy;1;;0;Unbekannt
432145983;;15;may;121;85576639;39;w;Arbeiter;single;Real-/Hauptschule;nein;-21;nein;nein;Unbekannt;3;;0;Unbekannt
432159366;;25;jul;449;85576756;32;m;Arbeitslos;verheiratet;Studium;nein;1;nein;nein;Handy;2;;0;Unbekannt
432159532;;28;jul;69;85578858;55;w;Gründer;verheiratet;Abitur;nein;814;nein;ja;Handy;12;;0;Unbekannt
432147987;;26;may;52;85579702;34;w;Student;verheiratet;Studium;nein;387;ja;nein;Unbekannt;3;;0;Unbekannt
432176585;;4;may;117;85581842;32;w;Student;single;Studium;nein;214;nein;nein;Handy;1;;0;Unbekannt
432176209;;30;apr;170;85584289;28;w;Gründer;single;Studium;nein;104;nein;nein;Handy;1;;0;Unbekannt
432144726;;13;may;154;85586657;22;m;Management;single;Abitur;nein;594;ja;nein;Unbekannt;1;;0;Unbekannt
432149597;;29;may;68;85587498;47;w;Arbeiter;verheiratet;Abitur;nein;812;ja;nein;Unbekannt;1;;0;Unbekannt
432179530;;13;may;249;85587980;35;w;Verwaltung;verheiratet;Abitur;nein;34;ja;nein;Handy;2;365;3;Kein Erfolg
432146097;;16;may;84;85593624;38;m;Arbeiter;single;Unbekannt;nein;1146;ja;nein;Unbekannt;1;;0;Unbekannt
432161804;;7;aug;261;85597191;35;w;Technischer Beruf;verheiratet;Abitur;nein;1055;ja;nein;Handy;2;;0;Unbekannt
432186219;;7;jun;6;85597436;30;m;Management;verheiratet;Studium;nein;1288;nein;nein;Unbekannt;1;;0;Unbekannt
432186132;;25;may;393;85600947;29;w;Arbeitslos;single;Studium;nein;70;nein;nein;Handy;1;;0;Unbekannt
432145119;;14;may;160;85601724;46;m;Arbeiter;verheiratet;Abitur;nein;2121;ja;nein;Unbekannt;1;;0;Unbekannt
432180920;;15;may;63;85604815;32;w;Arbeiter;geschieden;Abitur;nein;201;ja;nein;Handy;8;365;24;Sonstiges
432182046;;27;may;100;85606146;25;w;Verwaltung;single;Abitur;nein;425;nein;nein;Handy;1;;0;Unbekannt
432159385;;25;jul;90;85611294;30;w;Technischer Beruf;single;Abitur;nein;1625;ja;nein;Handy;3;;0;Unbekannt
