Stammnummer;Zielvariable;Tag;Monat;Dauer;Anruf-ID;Alter;Geschlecht;Art der Anstellung;Familienstand;Schulabschluß;Ausfall Kredit;Kontostand;Haus;Kredit;Kontaktart;Anzahl der Ansprachen;Tage seit letzter Kampagne;Anzahl Kontakte letzte Kampagne;Ergebnis letzte Kampagne
432153550;nein;18;jun;94;31097157;37;w;Selbständig;verheiratet;Abitur;nein;2235;nein;nein;Unbekannt;1;;0;Unbekannt
432169897;nein;21;nov;13;31098696;50;m;Arbeitslos;verheiratet;Abitur;nein;36221;nein;nein;Handy;2;;0;Unbekannt
432178016;nein;8;may;157;31099796;46;w;Management;verheiratet;Abitur;nein;174;ja;nein;Handy;1;;0;Unbekannt
432147661;nein;23;may;191;31102484;31;m;Management;verheiratet;Studium;nein;7;ja;nein;Unbekannt;1;;0;Unbekannt
432144415;nein;12;may;592;31102870;35;w;Arbeiter;verheiratet;Abitur;nein;325;nein;nein;Unbekannt;2;;0;Unbekannt
432168052;nein;19;nov;118;31105970;33;w;Management;verheiratet;Studium;nein;3024;nein;nein;Handy;1;;0;Unbekannt
432150969;nein;3;jun;662;31106121;38;m;Management;verheiratet;Studium;nein;980;nein;nein;Unbekannt;5;;0;Unbekannt
432168342;nein;19;nov;498;31118236;47;w;Management;geschieden;Studium;nein;6333;ja;nein;Festnetz;4;;0;Unbekannt
432170196;nein;28;jan;390;31119837;26;m;Technischer Beruf;single;Abitur;nein;3244;nein;nein;Handy;1;;0;Unbekannt
432153078;nein;16;jun;323;31120909;36;w;Arbeiter;single;Real-/Hauptschule;nein;736;ja;nein;Unbekannt;2;;0;Unbekannt
432184041;nein;6;oct;408;31121836;57;m;Rentner;verheiratet;Abitur;nein;415;nein;nein;Handy;1;410;2;Kein Erfolg
432171640;ja;2;feb;280;31123697;26;w;Technischer Beruf;single;Studium;nein;15161;nein;nein;Handy;1;;0;Unbekannt
432144226;nein;9;may;53;31125252;33;w;Technischer Beruf;single;Abitur;nein;513;ja;nein;Unbekannt;4;;0;Unbekannt
432170811;nein;29;jan;159;31127440;29;w;Management;verheiratet;Studium;nein;314;ja;nein;Handy;1;;0;Unbekannt
432145689;nein;15;may;229;31127764;60;m;Rentner;verheiratet;Abitur;nein;0;ja;nein;Unbekannt;1;;0;Unbekannt
432164839;nein;22;aug;243;31129602;44;m;Management;verheiratet;Studium;nein;1383;nein;nein;Handy;12;;0;Unbekannt
432171815;nein;3;feb;329;31136741;28;m;Verwaltung;single;Studium;nein;282;ja;ja;Handy;1;;0;Unbekannt
432168985;nein;20;nov;67;31137950;35;m;Technischer Beruf;verheiratet;Abitur;nein;410;ja;nein;Handy;2;;0;Unbekannt
432151400;nein;5;jun;133;31140082;58;w;Rentner;geschieden;Abitur;nein;219;nein;nein;Unbekannt;1;;0;Unbekannt
432183772;ja;4;sep;328;31140748;55;w;Management;verheiratet;Real-/Hauptschule;nein;2587;nein;nein;Handy;2;94;2;Erfolg
432164341;nein;20;aug;380;31144219;49;w;Management;verheiratet;Studium;nein;1912;ja;nein;Handy;4;;0;Unbekannt
432146441;nein;19;may;122;31144938;30;m;Arbeiter;single;Real-/Hauptschule;nein;71;ja;nein;Unbekannt;6;;0;Unbekannt
432171056;nein;30;jan;236;31147127;47;w;Technischer Beruf;geschieden;Studium;nein;405;ja;nein;Handy;1;260;1;Kein Erfolg
432187164;ja;16;sep;190;31148365;26;m;Student;single;Abitur;nein;655;nein;nein;Handy;1;;0;Unbekannt
432147710;nein;23;may;111;31149801;32;m;Management;single;Studium;nein;151;nein;nein;Unbekannt;2;;0;Unbekannt
432167203;nein;18;nov;110;31150068;45;w;Arbeiter;geschieden;Real-/Hauptschule;nein;2702;nein;nein;Handy;1;;0;Unbekannt
432184988;nein;13;jan;262;31156724;31;w;Technischer Beruf;single;Abitur;nein;253;nein;nein;Handy;1;;0;Unbekannt
432185184;nein;2;feb;270;31157712;29;m;Verwaltung;single;Studium;nein;514;nein;nein;Handy;1;;0;Unbekannt
432186898;ja;13;aug;222;31159063;67;m;Hausfrau;geschieden;Abitur;nein;5275;nein;nein;Handy;4;;0;Unbekannt
432179146;nein;12;may;158;31159307;50;m;Management;verheiratet;Real-/Hauptschule;nein;15035;ja;nein;Handy;1;;0;Unbekannt
432147962;nein;23;may;146;31160047;40;m;Technischer Beruf;verheiratet;Abitur;nein;5517;ja;nein;Unbekannt;13;;0;Unbekannt
432153740;nein;19;jun;446;31161709;58;m;Rentner;verheiratet;Abitur;nein;1463;ja;nein;Unbekannt;1;;0;Unbekannt
432155341;nein;7;jul;285;31162577;43;w;Gründer;single;Studium;nein;42;nein;nein;Handy;1;;0;Unbekannt
432179834;nein;13;may;449;31164694;52;m;Management;geschieden;Abitur;nein;-607;ja;nein;Handy;6;;0;Unbekannt
432153197;nein;17;jun;241;31168107;42;w;Gründer;single;Studium;nein;231;nein;nein;Unbekannt;1;;0;Unbekannt
432161207;nein;4;aug;869;31175695;50;w;Management;verheiratet;Studium;ja;37;nein;nein;Handy;1;;0;Unbekannt
432185218;ja;4;feb;305;31178815;55;w;Management;geschieden;Studium;nein;2037;nein;nein;Handy;2;94;3;Erfolg
432182623;ja;15;jun;651;31183340;35;w;Selbständig;single;Studium;nein;71;nein;nein;Handy;1;;0;Unbekannt
432150621;nein;2;jun;349;31183536;42;w;Technischer Beruf;verheiratet;Abitur;nein;-887;nein;nein;Unbekannt;4;;0;Unbekannt
432169031;nein;20;nov;340;31183703;31;m;Arbeitslos;verheiratet;Real-/Hauptschule;nein;3837;nein;nein;Handy;1;;0;Unbekannt
432181121;nein;18;may;17;31185547;47;w;Technischer Beruf;geschieden;Abitur;nein;22;nein;nein;Handy;6;;0;Unbekannt
432163243;nein;13;aug;99;31185993;30;m;Technischer Beruf;single;Abitur;nein;309;nein;nein;Handy;1;;0;Unbekannt
432156781;nein;14;jul;301;31188014;51;w;Management;geschieden;Studium;nein;-2282;ja;ja;Handy;6;;0;Unbekannt
432181458;nein;18;may;248;31192942;53;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;273;ja;nein;Handy;1;279;2;Kein Erfolg
432153778;nein;19;jun;477;31194770;43;m;Verwaltung;verheiratet;Abitur;nein;1113;nein;nein;Unbekannt;7;;0;Unbekannt
432146477;nein;19;may;208;31195631;45;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;970;ja;nein;Unbekannt;5;;0;Unbekannt
432170705;nein;29;jan;966;31197870;59;m;Unbekannt;verheiratet;Studium;nein;499;nein;nein;Handy;1;;0;Unbekannt
432169401;nein;21;nov;114;31199385;34;w;Technischer Beruf;verheiratet;Abitur;nein;6107;nein;nein;Handy;3;;0;Unbekannt
432154701;nein;26;jun;529;31200911;35;m;Selbständig;single;Studium;nein;4294;nein;nein;Unbekannt;4;;0;Unbekannt
432149799;nein;29;may;151;31203278;56;w;Dienstleistung;verheiratet;Abitur;nein;705;ja;nein;Unbekannt;2;;0;Unbekannt
432151869;nein;6;jun;252;31203999;45;m;Hausfrau;single;Abitur;nein;5287;nein;nein;Unbekannt;2;;0;Unbekannt
432157205;nein;16;jul;329;31204530;36;m;Arbeiter;geschieden;Real-/Hauptschule;nein;17;ja;nein;Handy;1;;0;Unbekannt
432179330;nein;13;may;91;31205070;46;w;Gründer;single;Studium;nein;1410;ja;nein;Festnetz;5;175;9;Kein Erfolg
432158148;nein;21;jul;231;31207931;43;m;Arbeitslos;verheiratet;Abitur;nein;3;nein;nein;Handy;2;;0;Unbekannt
432168219;nein;19;nov;124;31212893;55;w;Management;verheiratet;Studium;nein;540;nein;nein;Handy;2;;0;Unbekannt
432176181;ja;27;apr;122;31215109;24;w;Selbständig;single;Studium;nein;2376;nein;nein;Handy;1;;0;Unbekannt
432166450;ja;29;oct;11;31216068;58;w;Management;geschieden;Studium;nein;372;nein;ja;Unbekannt;1;;0;Unbekannt
432157550;nein;17;jul;275;31218931;29;w;Management;verheiratet;Studium;nein;900;nein;nein;Handy;2;;0;Unbekannt
432146708;nein;19;may;18;31224973;47;m;Arbeiter;verheiratet;Unbekannt;nein;-345;ja;nein;Unbekannt;14;;0;Unbekannt
432151639;nein;5;jun;54;31225664;40;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;12;ja;nein;Unbekannt;26;;0;Unbekannt
432145032;nein;13;may;322;31227388;53;w;Rentner;geschieden;Studium;nein;599;ja;nein;Unbekannt;3;;0;Unbekannt
432173473;ja;18;feb;134;31231480;24;w;Arbeiter;single;Abitur;nein;167;nein;ja;Handy;2;;0;Unbekannt
432156523;nein;11;jul;498;31234224;59;w;Rentner;verheiratet;Abitur;nein;3812;ja;nein;Festnetz;2;;0;Unbekannt
432150737;nein;3;jun;26;31237133;42;m;Technischer Beruf;single;Unbekannt;nein;344;ja;nein;Unbekannt;7;;0;Unbekannt
432167762;nein;18;nov;193;31245008;36;w;Management;verheiratet;Studium;nein;369;nein;nein;Handy;4;102;2;Kein Erfolg
432148719;nein;27;may;160;31246777;29;w;Management;single;Studium;nein;941;ja;nein;Unbekannt;1;;0;Unbekannt
432149280;nein;28;may;667;31247661;35;w;Management;single;Unbekannt;nein;137;nein;nein;Unbekannt;3;;0;Unbekannt
432176067;ja;21;apr;278;31248813;45;m;Unbekannt;geschieden;Unbekannt;nein;0;nein;nein;Handy;3;;0;Unbekannt
432154470;nein;20;jun;14;31249046;45;w;Dienstleistung;single;Abitur;nein;1515;nein;nein;Unbekannt;4;;0;Unbekannt
432164901;nein;22;aug;346;31255540;31;w;Technischer Beruf;single;Abitur;nein;373;nein;nein;Handy;5;;0;Unbekannt
432154230;nein;20;jun;238;31255638;48;w;Arbeiter;verheiratet;Abitur;nein;10724;nein;nein;Unbekannt;3;;0;Unbekannt
432181552;nein;18;may;19;31255751;40;w;Technischer Beruf;single;Abitur;nein;191;ja;nein;Handy;4;374;1;Sonstiges
432144170;nein;9;may;84;31255888;33;w;Arbeiter;single;Abitur;nein;550;ja;nein;Unbekannt;1;;0;Unbekannt
432146030;nein;16;may;73;31256322;57;m;Management;verheiratet;Studium;nein;3431;ja;nein;Unbekannt;1;;0;Unbekannt
432171882;nein;3;feb;373;31258497;52;m;Gründer;geschieden;Studium;nein;199;ja;ja;Handy;1;236;2;Kein Erfolg
432145067;ja;13;may;1721;31259038;43;m;Technischer Beruf;verheiratet;Abitur;nein;3285;ja;nein;Unbekannt;2;;0;Unbekannt
432179045;nein;12;may;83;31262903;48;m;Verwaltung;geschieden;Abitur;nein;162;ja;nein;Handy;1;368;4;Kein Erfolg
432176760;nein;5;may;17;31263194;33;m;Management;single;Studium;nein;1373;ja;nein;Handy;5;349;2;Kein Erfolg
432177678;nein;7;may;170;31271406;36;m;Management;single;Studium;nein;1804;nein;nein;Handy;1;366;1;Sonstiges
432159868;nein;29;jul;105;31275976;56;m;Dienstleistung;verheiratet;Abitur;nein;467;nein;ja;Festnetz;8;;0;Unbekannt
432150006;ja;30;may;604;31276989;38;m;Verwaltung;geschieden;Abitur;nein;19;ja;nein;Unbekannt;2;;0;Unbekannt
432179004;nein;12;may;27;31280327;53;m;Management;verheiratet;Abitur;nein;218;ja;nein;Handy;6;344;12;Kein Erfolg
432177343;ja;6;may;550;31281876;26;m;Arbeiter;single;Abitur;nein;191;ja;nein;Handy;1;;0;Unbekannt
432177143;nein;6;may;36;31283483;35;w;Management;verheiratet;Studium;nein;105;ja;nein;Handy;1;365;3;Kein Erfolg
432186288;ja;17;jun;247;31285065;24;m;Technischer Beruf;single;Abitur;nein;403;nein;nein;Unbekannt;1;;0;Unbekannt
432182390;nein;3;jun;114;31285296;29;w;Management;single;Studium;nein;1739;ja;nein;Handy;1;;0;Unbekannt
432180774;nein;15;may;65;31286030;36;w;Verwaltung;verheiratet;Abitur;nein;1479;nein;nein;Handy;2;;0;Unbekannt
432170876;nein;29;jan;135;31286521;34;m;Arbeiter;verheiratet;Abitur;nein;-211;ja;nein;Handy;2;184;5;Kein Erfolg
432151176;nein;4;jun;98;31287000;49;m;Gründer;verheiratet;Real-/Hauptschule;nein;5380;ja;nein;Unbekannt;4;;0;Unbekannt
432162786;nein;12;aug;76;31292335;49;w;Verwaltung;verheiratet;Abitur;nein;300;nein;nein;Handy;2;;0;Unbekannt
432158088;nein;21;jul;157;31300396;31;m;Gründer;single;Abitur;nein;131;ja;nein;Handy;1;;0;Unbekannt
432172495;nein;4;feb;413;31303792;48;m;Management;verheiratet;Studium;nein;4803;nein;nein;Festnetz;6;;0;Unbekannt
432148187;nein;26;may;204;31310238;49;w;Technischer Beruf;geschieden;Abitur;nein;-236;ja;nein;Unbekannt;2;;0;Unbekannt
432172313;nein;4;feb;62;31310595;40;m;Selbständig;verheiratet;Studium;nein;1498;nein;nein;Handy;1;;0;Unbekannt
432152321;nein;9;jun;172;31311065;59;m;Hausfrau;verheiratet;Real-/Hauptschule;nein;5501;nein;nein;Unbekannt;4;;0;Unbekannt
432176740;nein;4;may;520;31314610;32;w;Management;single;Studium;nein;2613;nein;nein;Handy;2;;0;Unbekannt
432147692;nein;23;may;110;31321185;36;m;Arbeiter;verheiratet;Abitur;nein;520;ja;nein;Unbekannt;2;;0;Unbekannt
432168994;nein;20;nov;175;31321405;33;w;Management;verheiratet;Studium;nein;3713;ja;nein;Handy;1;;0;Unbekannt
432156402;nein;11;jul;203;31321842;33;w;Technischer Beruf;verheiratet;Studium;nein;236;ja;nein;Handy;1;;0;Unbekannt
432143170;nein;7;may;102;31322856;33;m;Arbeiter;single;Real-/Hauptschule;nein;95;ja;nein;Unbekannt;1;;0;Unbekannt
432172593;nein;5;feb;232;31323370;30;m;Technischer Beruf;verheiratet;Abitur;nein;1099;ja;nein;Handy;1;;0;Unbekannt
432179334;nein;13;may;8;31324973;47;m;Dienstleistung;verheiratet;Abitur;nein;-553;ja;nein;Handy;7;;0;Unbekannt
432178666;nein;11;may;160;31325880;40;w;Verwaltung;verheiratet;Abitur;nein;1011;ja;nein;Handy;2;;0;Unbekannt
432187312;nein;10;oct;5;31326521;36;m;Management;single;Studium;nein;335;nein;nein;Unbekannt;1;772;4;Kein Erfolg
432156974;nein;15;jul;317;31328436;32;w;Selbständig;verheiratet;Abitur;nein;217;ja;ja;Handy;5;;0;Unbekannt
432152827;nein;16;jun;110;31333815;41;m;Management;geschieden;Studium;nein;1401;nein;nein;Unbekannt;4;;0;Unbekannt
432162535;nein;11;aug;79;31347476;45;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;0;nein;nein;Handy;6;;0;Unbekannt
432177973;nein;8;may;209;31352444;35;w;Management;verheiratet;Studium;nein;247;ja;nein;Handy;3;367;3;Sonstiges
432143004;nein;6;may;144;31354381;40;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;-322;ja;ja;Unbekannt;1;;0;Unbekannt
432177041;nein;5;may;469;31355241;45;w;Management;verheiratet;Studium;nein;0;ja;nein;Handy;2;342;1;Kein Erfolg
432171402;nein;2;feb;111;31356477;31;w;Dienstleistung;single;Abitur;nein;469;nein;ja;Handy;1;;0;Unbekannt
432148777;nein;27;may;345;31360546;28;m;Verwaltung;verheiratet;Abitur;nein;6429;ja;ja;Unbekannt;2;;0;Unbekannt
432179827;nein;13;may;25;31370509;51;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;1203;ja;ja;Festnetz;4;350;7;Kein Erfolg
432144957;nein;13;may;280;31371265;40;m;Dienstleistung;verheiratet;Real-/Hauptschule;nein;1117;ja;nein;Unbekannt;1;;0;Unbekannt
432161337;nein;4;aug;251;31372457;44;m;Unbekannt;verheiratet;Abitur;nein;2319;nein;nein;Handy;3;;0;Unbekannt
432164533;nein;21;aug;86;31373339;39;m;Technischer Beruf;verheiratet;Abitur;nein;564;nein;nein;Handy;4;;0;Unbekannt
432155241;nein;7;jul;104;31373850;31;w;Dienstleistung;single;Abitur;nein;78;ja;ja;Handy;1;;0;Unbekannt
432176842;nein;5;may;225;31375013;54;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;714;nein;nein;Handy;1;;0;Unbekannt
432149889;nein;30;may;118;31377075;33;w;Management;single;Studium;nein;923;ja;nein;Unbekannt;6;;0;Unbekannt
432168705;nein;20;nov;106;31384453;59;m;Verwaltung;verheiratet;Abitur;nein;1473;nein;nein;Festnetz;1;;0;Unbekannt
432163542;nein;14;aug;126;31386621;45;w;Management;geschieden;Studium;nein;2307;nein;nein;Handy;3;;0;Unbekannt
432159553;nein;28;jul;302;31389810;46;m;Verwaltung;verheiratet;Abitur;nein;31;ja;ja;Festnetz;2;;0;Unbekannt
432160923;nein;31;jul;75;31392531;36;m;Management;single;Studium;nein;2706;nein;nein;Handy;3;;0;Unbekannt
432154436;ja;20;jun;1094;31394921;53;w;Verwaltung;verheiratet;Abitur;nein;3765;nein;nein;Unbekannt;3;;0;Unbekannt
432182445;nein;4;jun;143;31398311;50;m;Gründer;verheiratet;Abitur;nein;78;nein;nein;Festnetz;1;;0;Unbekannt
432153391;nein;17;jun;87;31399022;52;w;Technischer Beruf;verheiratet;Abitur;nein;851;nein;nein;Unbekannt;2;;0;Unbekannt
432163315;ja;14;aug;707;31399770;57;m;Technischer Beruf;geschieden;Abitur;nein;3043;nein;nein;Handy;2;;0;Unbekannt
432154681;nein;26;jun;93;31401477;52;w;Verwaltung;verheiratet;Abitur;nein;192;nein;ja;Unbekannt;1;;0;Unbekannt
432156867;nein;15;jul;21;31404133;30;w;Management;single;Studium;nein;13;nein;nein;Handy;3;;0;Unbekannt
432158397;nein;22;jul;214;31409036;30;m;Gründer;single;Studium;nein;676;nein;ja;Handy;1;;0;Unbekannt
432156135;nein;10;jul;214;31410835;37;m;Arbeiter;verheiratet;Abitur;nein;2023;ja;nein;Handy;1;;0;Unbekannt
432178180;nein;8;may;191;31417073;52;w;Arbeiter;verheiratet;Abitur;nein;26;ja;nein;Handy;2;368;1;Kein Erfolg
432178136;nein;8;may;445;31418294;46;w;Arbeiter;single;Abitur;nein;-100;ja;nein;Handy;2;303;1;Kein Erfolg
432176368;ja;30;apr;354;31422059;24;m;Verwaltung;single;Abitur;nein;1052;nein;nein;Handy;1;;0;Unbekannt
432151136;nein;4;jun;121;31423533;31;w;Arbeiter;single;Abitur;nein;-173;ja;nein;Unbekannt;2;;0;Unbekannt
432143128;nein;7;may;201;31425486;47;m;Arbeiter;verheiratet;Abitur;nein;1001;ja;nein;Unbekannt;4;;0;Unbekannt
432163881;nein;19;aug;75;31425646;59;w;Rentner;verheiratet;Unbekannt;nein;613;nein;nein;Handy;2;;0;Unbekannt
432185644;nein;15;mar;287;31427024;33;m;Verwaltung;single;Abitur;nein;206;ja;nein;Handy;2;;0;Unbekannt
432146511;nein;19;may;156;31431662;42;m;Gründer;single;Real-/Hauptschule;nein;103;ja;nein;Unbekannt;5;;0;Unbekannt
432160065;nein;29;jul;85;31434876;59;w;Management;verheiratet;Studium;nein;1069;nein;nein;Handy;2;;0;Unbekannt
432175763;nein;20;apr;326;31437024;44;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;-337;ja;nein;Handy;3;;0;Unbekannt
432149930;nein;30;may;289;31439622;40;m;Technischer Beruf;verheiratet;Abitur;nein;-28;ja;ja;Unbekannt;2;;0;Unbekannt
432184852;nein;17;dec;155;31442152;46;w;Management;verheiratet;Studium;nein;0;ja;nein;Handy;1;199;2;Kein Erfolg
432155821;ja;9;jul;625;31445752;49;w;Arbeiter;verheiratet;Abitur;nein;0;nein;ja;Handy;1;;0;Unbekannt
432185234;nein;4;feb;202;31450767;35;w;Technischer Beruf;single;Studium;nein;144;ja;ja;Handy;4;113;20;Kein Erfolg
432171241;nein;30;jan;61;31451900;49;w;Management;verheiratet;Studium;nein;-969;nein;nein;Handy;2;2;1;Sonstiges
432178566;nein;11;may;86;31457572;41;w;Arbeiter;verheiratet;Abitur;nein;306;ja;nein;Festnetz;1;369;2;Kein Erfolg
432173687;nein;16;mar;61;31458782;56;m;Management;verheiratet;Abitur;nein;1928;nein;nein;Handy;6;115;4;Kein Erfolg
432152332;nein;9;jun;718;31460259;41;w;Gründer;single;Abitur;nein;3216;nein;nein;Unbekannt;3;;0;Unbekannt
432162392;nein;8;aug;188;31461473;46;w;Hausfrau;verheiratet;Real-/Hauptschule;nein;269;nein;nein;Handy;5;;0;Unbekannt
432172657;nein;5;feb;210;31463050;47;m;Arbeitslos;single;Real-/Hauptschule;nein;289;nein;nein;Handy;1;;0;Unbekannt
432164651;nein;21;aug;794;31464584;31;m;Technischer Beruf;single;Studium;nein;50;nein;nein;Handy;1;;0;Unbekannt
432158227;nein;21;jul;898;31468148;33;w;Technischer Beruf;verheiratet;Abitur;nein;-160;ja;nein;Handy;5;;0;Unbekannt
432150344;nein;2;jun;92;31468232;46;m;Arbeiter;verheiratet;Real-/Hauptschule;nein;938;ja;nein;Unbekannt;2;;0;Unbekannt
432187057;nein;6;sep;164;31470512;26;w;Verwaltung;single;Studium;nein;760;ja;nein;Handy;2;186;7;Erfolg
432163683;nein;18;aug;29;31474088;48;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;199;nein;nein;Festnetz;2;;0;Unbekannt
432166097;nein;28;aug;14;31475605;35;w;Technischer Beruf;verheiratet;Abitur;nein;433;nein;nein;Handy;16;;0;Unbekannt
432168565;nein;20;nov;68;31481853;51;m;Verwaltung;verheiratet;Abitur;nein;684;ja;nein;Handy;1;;0;Unbekannt
432143754;nein;8;may;116;31484782;43;m;Arbeiter;geschieden;Abitur;nein;338;ja;nein;Unbekannt;1;;0;Unbekannt
432175168;nein;17;apr;182;31485402;38;w;Arbeiter;geschieden;Abitur;nein;593;ja;nein;Handy;2;;0;Unbekannt
432149255;nein;28;may;79;31485826;35;m;Management;single;Abitur;nein;73;ja;nein;Unbekannt;2;;0;Unbekannt
432179476;nein;13;may;27;31486206;49;w;Arbeiter;geschieden;Unbekannt;nein;39;ja;nein;Handy;5;;0;Unbekannt
432181254;nein;18;may;134;31486997;32;m;Arbeiter;single;Abitur;nein;218;ja;nein;Handy;1;;0;Unbekannt
432148122;nein;26;may;144;31492384;28;m;Management;single;Studium;nein;1107;ja;nein;Unbekannt;1;;0;Unbekannt
432151227;nein;4;jun;134;31492578;29;m;Verwaltung;single;Abitur;nein;130;nein;nein;Unbekannt;2;;0;Unbekannt
432146795;nein;20;may;466;31495319;32;w;Dienstleistung;verheiratet;Abitur;nein;364;ja;nein;Unbekannt;1;;0;Unbekannt
432169612;nein;21;nov;148;31504627;34;m;Arbeitslos;verheiratet;Abitur;nein;1375;nein;nein;Handy;1;;0;Unbekannt
432157453;nein;17;jul;490;31507122;60;w;Rentner;geschieden;Studium;nein;129;nein;nein;Handy;7;;0;Unbekannt
432184646;nein;16;nov;124;31510080;25;m;Technischer Beruf;single;Abitur;nein;5695;nein;nein;Handy;1;;0;Unbekannt
432182255;ja;2;jun;261;31513302;31;w;Student;single;Studium;nein;64;nein;nein;Handy;2;;0;Unbekannt
432143220;nein;7;may;83;31514655;35;m;Arbeiter;single;Real-/Hauptschule;nein;109;ja;nein;Unbekannt;2;;0;Unbekannt
432155973;nein;9;jul;74;31515306;45;w;Technischer Beruf;verheiratet;Abitur;nein;0;ja;ja;Festnetz;1;;0;Unbekannt
432146722;nein;19;may;179;31516676;46;m;Rentner;verheiratet;Real-/Hauptschule;nein;0;nein;nein;Unbekannt;2;;0;Unbekannt
432160251;nein;30;jul;528;31518245;47;m;Verwaltung;single;Abitur;nein;-874;ja;nein;Handy;2;;0;Unbekannt
432170072;nein;12;dec;136;31524470;38;m;Management;verheiratet;Studium;nein;0;ja;nein;Festnetz;1;;0;Unbekannt
432145910;nein;15;may;475;31527114;36;w;Management;verheiratet;Studium;nein;900;ja;nein;Unbekannt;2;;0;Unbekannt
432156266;nein;10;jul;270;31529722;31;w;Hausfrau;verheiratet;Abitur;nein;0;ja;nein;Handy;1;;0;Unbekannt
432167475;nein;18;nov;474;31529922;31;m;Verwaltung;verheiratet;Abitur;nein;113;ja;nein;Handy;3;;0;Unbekannt
432151959;nein;6;jun;761;31530159;40;m;Rentner;verheiratet;Abitur;nein;263;nein;nein;Unbekannt;3;;0;Unbekannt
432165357;nein;26;aug;153;31531017;46;m;Arbeiter;verheiratet;Abitur;nein;3;nein;nein;Handy;14;;0;Unbekannt
432143336;nein;7;may;371;31535948;36;w;Verwaltung;single;Real-/Hauptschule;nein;91;ja;nein;Unbekannt;2;;0;Unbekannt
432181130;nein;18;may;193;31538941;54;w;Selbständig;geschieden;Real-/Hauptschule;nein;4382;ja;nein;Festnetz;4;;0;Unbekannt
432177716;nein;7;may;125;31540310;27;w;Student;single;Studium;nein;37;ja;nein;Handy;1;364;1;Kein Erfolg
432158339;nein;22;jul;74;31540611;37;m;Dienstleistung;verheiratet;Abitur;nein;145;ja;nein;Festnetz;13;;0;Unbekannt
432179382;nein;13;may;793;31541988;36;w;Technischer Beruf;verheiratet;Studium;nein;421;ja;nein;Handy;5;;0;Unbekannt
432168444;nein;19;nov;291;31544233;41;w;Selbständig;verheiratet;Abitur;nein;3123;ja;nein;Handy;2;;0;Unbekannt
432158473;nein;22;jul;400;31550060;33;w;Arbeiter;geschieden;Abitur;nein;474;nein;nein;Handy;2;;0;Unbekannt
432145189;nein;14;may;230;31553301;53;m;Technischer Beruf;verheiratet;Abitur;nein;719;ja;nein;Unbekannt;1;;0;Unbekannt
432151322;nein;5;jun;179;31555182;39;m;Arbeiter;single;Real-/Hauptschule;nein;-491;nein;ja;Unbekannt;1;;0;Unbekannt
432182533;nein;5;jun;151;31556540;54;m;Rentner;single;Real-/Hauptschule;nein;466;nein;nein;Handy;2;;0;Unbekannt
432184210;ja;16;oct;717;31566469;40;w;Technischer Beruf;verheiratet;Abitur;nein;2338;nein;nein;Handy;2;;0;Unbekannt
432159858;nein;29;jul;82;31566689;31;m;Technischer Beruf;single;Studium;nein;-749;ja;ja;Handy;4;;0;Unbekannt
432170495;nein;29;jan;139;31566962;53;w;Dienstleistung;verheiratet;Unbekannt;nein;164;nein;nein;Handy;1;;0;Unbekannt
432168610;nein;20;nov;173;31570807;33;w;Arbeiter;verheiratet;Real-/Hauptschule;nein;0;ja;nein;Handy;1;;0;Unbekannt
432186454;nein;8;jul;230;31571078;38;w;Management;verheiratet;Studium;nein;2656;nein;nein;Handy;2;;0;Unbekannt
432171324;ja;2;feb;1086;31571846;47;w;Management;single;Studium;nein;86;nein;nein;Handy;1;;0;Unbekannt
432150521;nein;2;jun;266;31572055;30;m;Technischer Beruf;single;Studium;nein;-111;nein;nein;Unbekannt;2;;0;Unbekannt
432145578;nein;15;may;183;31574357;58;m;Dienstleistung;verheiratet;Abitur;nein;0;ja;nein;Unbekannt;5;;0;Unbekannt
432168893;nein;20;nov;111;31581490;36;m;Management;single;Studium;nein;2685;nein;ja;Handy;2;;0;Unbekannt
432180343;nein;14;may;93;31582910;39;m;Technischer Beruf;single;Abitur;nein;-143;ja;nein;Handy;2;349;7;Kein Erfolg
432142909;nein;6;may;424;31586706;35;w;Gründer;verheiratet;Abitur;ja;204;ja;nein;Unbekannt;2;;0;Unbekannt
432147557;nein;23;may;42;31589360;35;m;Verwaltung;verheiratet;Abitur;nein;2238;ja;nein;Unbekannt;3;;0;Unbekannt
432164819;nein;22;aug;147;31589843;39;w;Technischer Beruf;verheiratet;Abitur;nein;13165;ja;ja;Handy;4;;0;Unbekannt
432170988;nein;29;jan;147;31589854;37;m;Management;single;Studium;nein;-70;nein;ja;Handy;2;;0;Unbekannt
432185010;nein;14;jan;273;31591632;48;w;Dienstleistung;verheiratet;Abitur;nein;517;nein;nein;Handy;1;;0;Unbekannt
432165883;nein;28;aug;82;31593067;32;m;Hausfrau;verheiratet;Abitur;nein;156;nein;ja;Handy;4;;0;Unbekannt
